img_id,folder_name,category_id,category_abbre,category_full_name
010896.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
010897.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
010898.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
010899.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
010900.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010901.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
010902.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010903.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010904.jpg,PATTERN,23,PL-Pat,Pattern
010905.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
010906.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010907.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010908.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
010909.jpg,PATTERN,23,PL-Pat,Pattern
010910.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
010911.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010912.jpg,PERSPECTIVE,21,S-Per,Perspective
010913.jpg,DIFFUSE,20,LS-Dif,Diffuse
010914.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
010915.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010916.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
010917.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010918.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
010919.jpg,DENSE,22,PL-Den,Random- Dense
010920.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
010921.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
010922.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010923.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
010924.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010925.jpg,PATTERN,23,PL-Pat,Pattern
010926.jpg,PATTERN,23,PL-Pat,Pattern
010927.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
010928.jpg,SCATTER,24,P-Scat,Scatter
010929.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010930.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
010931.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
010932.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
010933.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
010934.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010935.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010936.jpg,PERSPECTIVE,21,S-Per,Perspective
010937.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
010938.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
010939.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010940.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010941.jpg,PATTERN,23,PL-Pat,Pattern
010942.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
010943.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
010944.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
010945.jpg,PERSPECTIVE,21,S-Per,Perspective
010946.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
010947.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
010948.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010949.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
010950.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
010951.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
010952.jpg,DENSE,22,PL-Den,Random- Dense
010953.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
010954.jpg,SCATTER,24,P-Scat,Scatter
010955.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010956.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
010957.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010958.jpg,SCATTER,24,P-Scat,Scatter
010959.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
010960.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010961.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
010962.jpg,PERSPECTIVE,21,S-Per,Perspective
010963.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
010964.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010965.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
010966.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010967.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010968.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010969.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010970.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
010971.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
010972.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
010973.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
010974.jpg,PATTERN,23,PL-Pat,Pattern
010975.jpg,DENSE,22,PL-Den,Random- Dense
010976.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
010977.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
010978.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
010979.jpg,SCATTER,24,P-Scat,Scatter
010980.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
010981.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
010982.jpg,DENSE,22,PL-Den,Random- Dense
010983.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
010984.jpg,PATTERN,23,PL-Pat,Pattern
010985.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
010986.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010987.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
010988.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
010989.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010990.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
010991.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
010992.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
010993.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
010994.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
010995.jpg,PATTERN,23,PL-Pat,Pattern
010996.jpg,PATTERN,23,PL-Pat,Pattern
010997.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
010998.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
010999.jpg,DENSE,22,PL-Den,Random- Dense
011000.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011001.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011002.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011003.jpg,PATTERN,23,PL-Pat,Pattern
011004.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011005.jpg,PATTERN,23,PL-Pat,Pattern
011006.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011007.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011008.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011009.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011010.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011011.jpg,DIFFUSE,20,LS-Dif,Diffuse
011012.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011013.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011014.jpg,PATTERN,23,PL-Pat,Pattern
011015.jpg,PATTERN,23,PL-Pat,Pattern
011016.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011017.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011018.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011019.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011020.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011021.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011022.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011023.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011024.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011025.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011026.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011027.jpg,DIFFUSE,20,LS-Dif,Diffuse
011028.jpg,DENSE,22,PL-Den,Random- Dense
011029.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011030.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011031.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011032.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011033.jpg,PATTERN,23,PL-Pat,Pattern
011034.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011035.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011036.jpg,DIFFUSE,20,LS-Dif,Diffuse
011037.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
011038.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011039.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011040.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011041.jpg,DIFFUSE,20,LS-Dif,Diffuse
011042.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011043.jpg,PERSPECTIVE,21,S-Per,Perspective
011044.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011045.jpg,DIFFUSE,20,LS-Dif,Diffuse
011046.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011047.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011048.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011049.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011050.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011051.jpg,PERSPECTIVE,21,S-Per,Perspective
011052.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011053.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011054.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011055.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011056.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011057.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011058.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011059.jpg,SCATTER,24,P-Scat,Scatter
011060.jpg,SCATTER,24,P-Scat,Scatter
011061.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011062.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011063.jpg,PERSPECTIVE,21,S-Per,Perspective
011064.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011065.jpg,PATTERN,23,PL-Pat,Pattern
011066.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011067.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011068.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011069.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011070.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011071.jpg,DENSE,22,PL-Den,Random- Dense
011072.jpg,PERSPECTIVE,21,S-Per,Perspective
011073.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011074.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011075.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011076.jpg,PERSPECTIVE,21,S-Per,Perspective
011077.jpg,DENSE,22,PL-Den,Random- Dense
011078.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011079.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011080.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011081.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011082.jpg,DENSE,22,PL-Den,Random- Dense
011083.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011084.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011085.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011086.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011087.jpg,PATTERN,23,PL-Pat,Pattern
011088.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011089.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011090.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011091.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011092.jpg,PATTERN,23,PL-Pat,Pattern
011093.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011094.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011095.jpg,PERSPECTIVE,21,S-Per,Perspective
011096.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011097.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011098.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011099.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011100.jpg,PATTERN,23,PL-Pat,Pattern
011101.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011102.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
011103.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
011104.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
011105.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011106.jpg,PERSPECTIVE,21,S-Per,Perspective
011107.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011108.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011109.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011110.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011111.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011112.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011113.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
011114.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011115.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011116.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011117.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011118.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011119.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011120.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011121.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011122.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011123.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011124.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011125.jpg,DIFFUSE,20,LS-Dif,Diffuse
011126.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011127.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011128.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011129.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011130.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011131.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011132.jpg,SCATTER,24,P-Scat,Scatter
011133.jpg,PATTERN,23,PL-Pat,Pattern
011134.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011135.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011136.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011137.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011138.jpg,PATTERN,23,PL-Pat,Pattern
011139.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011140.jpg,SCATTER,24,P-Scat,Scatter
011141.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011142.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011143.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011144.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011145.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011146.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011147.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011148.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011149.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011150.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011151.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011152.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011153.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011154.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011155.jpg,SCATTER,24,P-Scat,Scatter
011156.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011157.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011158.jpg,PATTERN,23,PL-Pat,Pattern
011159.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011160.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011161.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011162.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011163.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011164.jpg,DIFFUSE,20,LS-Dif,Diffuse
011165.jpg,PATTERN,23,PL-Pat,Pattern
011166.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011167.jpg,PATTERN,23,PL-Pat,Pattern
011168.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011169.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011170.jpg,PERSPECTIVE,21,S-Per,Perspective
011171.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011172.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011173.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
011174.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011175.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011176.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011177.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011178.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011179.jpg,DENSE,22,PL-Den,Random- Dense
011180.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011181.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011182.jpg,DENSE,22,PL-Den,Random- Dense
011183.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011184.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011185.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011186.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
011187.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011188.jpg,DENSE,22,PL-Den,Random- Dense
011189.jpg,PATTERN,23,PL-Pat,Pattern
011190.jpg,DENSE,22,PL-Den,Random- Dense
011191.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011192.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011193.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011194.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011195.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011196.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011197.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011198.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011199.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011200.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011201.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011202.jpg,PATTERN,23,PL-Pat,Pattern
011203.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011204.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011205.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011206.jpg,SCATTER,24,P-Scat,Scatter
011207.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
011208.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011209.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
011210.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011211.jpg,PATTERN,23,PL-Pat,Pattern
011212.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011213.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
011214.jpg,PERSPECTIVE,21,S-Per,Perspective
011215.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011216.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011217.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011218.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011219.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011220.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011221.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011222.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011223.jpg,SCATTER,24,P-Scat,Scatter
011224.jpg,DENSE,22,PL-Den,Random- Dense
011225.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011226.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011227.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011228.jpg,PERSPECTIVE,21,S-Per,Perspective
011229.jpg,PERSPECTIVE,21,S-Per,Perspective
011230.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011231.jpg,SCATTER,24,P-Scat,Scatter
011232.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011233.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011234.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011235.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011236.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011237.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011238.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011239.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011240.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
011241.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011242.jpg,PATTERN,23,PL-Pat,Pattern
011243.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011244.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011245.jpg,PATTERN,23,PL-Pat,Pattern
011246.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
011247.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011248.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011249.jpg,DIFFUSE,20,LS-Dif,Diffuse
011250.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011251.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011252.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
011253.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011254.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011255.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011256.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011257.jpg,PATTERN,23,PL-Pat,Pattern
011258.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011259.jpg,PERSPECTIVE,21,S-Per,Perspective
011260.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
011261.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011262.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011263.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011264.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011265.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011266.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011267.jpg,DIFFUSE,20,LS-Dif,Diffuse
011268.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011269.jpg,DENSE,22,PL-Den,Random- Dense
011270.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
011271.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
011272.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011273.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011274.jpg,PATTERN,23,PL-Pat,Pattern
011275.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011276.jpg,PATTERN,23,PL-Pat,Pattern
011277.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
011278.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011279.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
011280.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
011281.jpg,PATTERN,23,PL-Pat,Pattern
011282.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
011283.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
011284.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
011285.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011286.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
011287.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
011288.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
011289.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
011290.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
011291.jpg,DIFFUSE,20,LS-Dif,Diffuse
011292.jpg,SCATTER,24,P-Scat,Scatter
011293.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
011294.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
011295.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
